Threshold,Accuracy,Precision,Recall,F1 Score,AUC-ROC,True Positives,True Negatives,False Positives,False Negatives
80,0.5617021276595745,0.4429530201342282,0.7674418604651163,0.5617021276595745,0.6473995456358496,198,198,249,60
